Neural Machine Translation by Jointly Learning to Align and Translate
Distributed Representations of Words and Phrases and their Compositionality
Densely Connected Convolutional Networks
Sequence to Sequence Learning with Neural Networks
Learning Phrase Representations using RNN Encoder-Decoder for Statistical Machine Translation
Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift
SMOTE: Synthetic Minority Over-sampling Technique
Scikit-learn: Machine Learning in Python
Caffe: Convolutional Architecture for Fast Feature Embedding
Auto-Encoding Variational Bayes
Adam: A Method for Stochastic Optimization
Attention Is All You Need
Delving Deep into Rectifiers: Surpassing Human-Level Performance on ImageNet Classification
TensorFlow: A system for large-scale machine learning
Deep Learning in Neural Networks: An Overview
TensorFlow: Large-Scale Machine Learning on Heterogeneous Distributed Systems
Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks
XGBoost: A Scalable Tree Boosting System
A Tutorial on Spectral Clustering
Representation Learning: A Review and New Perspectives
Explaining and Harnessing Adversarial Examples
Semi-Supervised Classification with Graph Convolutional Networks
Intriguing properties of neural networks
Natural Language Processing (almost) from Scratch
Distributed Representations of Sentences and Documents
Show, Attend and Tell: Neural Image Caption Generation with Visual Attention
SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation
Distilling the Knowledge in a Neural Network
Empirical Analysis of Predictive Algorithms for Collaborative Filtering
Empirical Evaluation of Gated Recurrent Neural Networks on Sequence Modeling
Improving neural networks by preventing co-adaptation of feature detectors
Playing Atari with Deep Reinforcement Learning
ADADELTA: An Adaptive Learning Rate Method
Enriching Word Vectors with Subword Information
Identity Mappings in Deep Residual Networks
How transferable are features in deep neural networks?
Continuous control with deep reinforcement learning
PyTorch: An Imperative Style, High-Performance Deep Learning Library
Conditional Generative Adversarial Nets
"Why Should I Trust You?": Explaining the Predictions of Any Classifier
Improved Techniques for Training GANs
Perceptual Losses for Real-Time Style Transfer and Super-Resolution
DeepWalk: Online Learning of Social Representations
node2vec: Scalable Feature Learning for Networks
Improved Training of Wasserstein GANs
Asynchronous Methods for Deep Reinforcement Learning
Practical Bayesian Optimization of Machine Learning Algorithms
Proximal Policy Optimization Algorithms
Learning Bayesian Networks: The Combination of Knowledge and Statistical Data
Google's Neural Machine Translation System: Bridging the Gap between Human and Machine Translation
WaveNet: A Generative Model for Raw Audio
Network In Network
Estimating Continuous Distributions in Bayesian Classifiers
Towards Deep Learning Models Resistant to Adversarial Attacks
On the difficulty of training Recurrent Neural Networks
Domain-Adversarial Training of Neural Networks
Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks
Multi-column Deep Neural Networks for Image Classification
Learning both Weights and Connections for Efficient Neural Networks
Inductive Representation Learning on Large Graphs
Trust Region Policy Optimization
Wide Residual Networks
Dropout as a Bayesian Approximation: Representing Model Uncertainty in Deep Learning
BPR: Bayesian Personalized Ranking from Implicit Feedback
Fast and Accurate Deep Network Learning by Exponential Linear Units (ELUs)
Accurate Image Super-Resolution Using Very Deep Convolutional Networks
Semantic Image Segmentation with Deep Convolutional Nets and Fully Connected CRFs
Graph Attention Networks
Convolutional Neural Networks on Graphs with Fast Localized Spectral Filtering
SqueezeNet: AlexNet-level accuracy with 50x fewer parameters and <0.5MB model size
LINE: Large-scale Information Network Embedding
MatConvNet - Convolutional Neural Networks for MATLAB
Progressive Growing of GANs for Improved Quality, Stability, and Variation
Evaluation: from precision, recall and F-measure to ROC, informedness, markedness and correlation
From Frequency to Meaning: Vector Space Models of Semantics
Character-level Convolutional Networks for Text Classification
Probabilistic Latent Semantic Analysis
Striving for Simplicity: The All Convolutional Net
Understanding deep learning requires rethinking generalization
GANs Trained by a Two Time-Scale Update Rule Converge to a Local Nash Equilibrium
LSTM: A Search Space Odyssey
Deep Reinforcement Learning with Double Q-learning
Grad-CAM: Visual Explanations from Deep Networks via Gradient-based Localization
Neural Architecture Search with Reinforcement Learning
